osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json
way,322817753,EVOO Greek Kitchen,restaurant,restaurant,,greek,45.3991616,-75.708921,438,Preston Street,Ottawa,,438 Preston Street,+1-613-695-3860,https://www.evoogreekkitchen.ca/,"Tu-Fr 11:30-14:30,17:00-22:00; Sa 17:00-23:00; Su 12:00-22:00",,,City of Ottawa;EVOO Website,"{""@id"": ""way/322817753"", ""addr:housenumber"": ""438"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""bar"": ""yes"", ""building"": ""commercial"", ""cuisine"": ""greek"", ""mapillary"": ""903943456839312"", ""name"": ""EVOO Greek Kitchen"", ""opening_hours"": ""Tu-Fr 11:30-14:30,17:00-22:00; Sa 17:00-23:00; Su 12:00-22:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1-613-695-3860"", ""reservation"": ""yes"", ""source"": ""City of Ottawa;EVOO Website"", ""takeaway"": ""yes"", ""website"": ""https://www.evoogreekkitchen.ca/"", ""website:menu"": ""https://www.evoogreekkitchen.ca/menu"", ""@geometry"": ""center""}"
way,323570228,WelcomINNS Ottawa,hotel,,hotel,,45.4223995,-75.6327665,1220,Michael Street North,Ottawa,K1J 7T1,1220 Michael Street North,+1-613-748-7800,https://welcominns.com/,,yes,,City of Ottawa,"{""@id"": ""way/323570228"", ""addr:housenumber"": ""1220"", ""addr:postcode"": ""K1J 7T1"", ""addr:street"": ""Michael Street North"", ""building"": ""hotel"", ""building:levels"": ""7"", ""internet_access"": ""wlan"", ""name"": ""WelcomINNS Ottawa"", ""phone"": ""+1-613-748-7800"", ""roof:levels"": ""0"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""https://welcominns.com/"", ""wheelchair"": ""yes"", ""wikidata"": ""Q111887256"", ""@geometry"": ""center""}"
way,324322251,Happy Lam,restaurant,restaurant,,chinese,45.2822731,-75.5711103,5469,Bank Street,Ottawa,,5469 Bank Street,,,,,,,"{""@id"": ""way/324322251"", ""addr:housenumber"": ""5469"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Happy Lam"", ""@geometry"": ""center""}"
way,361986655,Pho Bo Ga 1,restaurant,restaurant,,vietnamese,45.4096892,-75.7095004,12,Lebreton Street North,Ottawa,,12 Lebreton Street North,,,,,,,"{""@id"": ""way/361986655"", ""addr:housenumber"": ""12"", ""addr:street"": ""Lebreton Street North"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""vietnamese"", ""name"": ""Pho Bo Ga 1"", ""@geometry"": ""center""}"
way,363281555,Travellers Haven Motel,motel,,motel,,45.3093031,-75.7010221,2747,Prince Of Wales Drive,Ottawa,,2747 Prince Of Wales Drive,,,,,,,"{""@id"": ""way/363281555"", ""addr:housenumber"": ""2747"", ""addr:street"": ""Prince Of Wales Drive"", ""building"": ""hotel"", ""name"": ""Travellers Haven Motel"", ""tourism"": ""motel"", ""@geometry"": ""center""}"
way,380253018,Al's Diner,restaurant,restaurant,,breakfast,45.377865,-75.749738,834,Clyde Avenue North,Ottawa,,834 Clyde Avenue North,,,,,,City of Ottawa,"{""@id"": ""way/380253018"", ""addr:housenumber"": ""834"", ""addr:street"": ""Clyde Avenue North"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""breakfast"", ""delivery"": ""no"", ""name"": ""Al's Diner"", ""source"": ""City of Ottawa"", ""takeaway"": ""yes"", ""@geometry"": ""center""}"
way,385064079,Sharpfle Waffle,restaurant,restaurant,,korean;waffle,45.4072095,-75.7305065,173,Hinchey Avenue,Ottawa,,173 Hinchey Avenue,,,"Mo,Th-Su 10:00-18:00; Tu-We 10:00-17:00",,,,"{""@id"": ""way/385064079"", ""addr:housenumber"": ""173"", ""addr:street"": ""Hinchey Avenue"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""check_date"": ""2024-12-17"", ""cuisine"": ""korean;waffle"", ""name"": ""Sharpfle Waffle"", ""opening_hours"": ""Mo,Th-Su 10:00-18:00; Tu-We 10:00-17:00"", ""@geometry"": ""center""}"
way,387943099,Cumberland pizza,restaurant,restaurant,,pizza,45.4299768,-75.6845292,152,Nelson Street,Ottawa,,152 Nelson Street,,,,,,,"{""@id"": ""way/387943099"", ""addr:housenumber"": ""152"", ""addr:street"": ""Nelson Street"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""pizza"", ""name"": ""Cumberland pizza"", ""takeaway"": ""yes"", ""@geometry"": ""center""}"
way,394672022,Beacon Hill Motel,motel,,motel,,45.445961,-75.6133685,1668,Montréal Road,Ottawa,,1668 Montréal Road,,,,,,City of Ottawa,"{""@id"": ""way/394672022"", ""addr:housenumber"": ""1668"", ""addr:street"": ""Montréal Road"", ""building"": ""hotel"", ""name"": ""Beacon Hill Motel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}"
way,402363821,Mati,restaurant,restaurant,,international,45.4000214,-75.7094059,428,Preston Street,Ottawa,,428 Preston Street,+1-613-569-9998,,,,,survey,"{""@id"": ""way/402363821"", ""addr:housenumber"": ""428"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""international"", ""mapillary"": ""4485818491447210"", ""name"": ""Mati"", ""phone"": ""+1-613-569-9998"", ""source"": ""survey"", ""@geometry"": ""center""}"
node,408440359,Swiss Hotel,hotel,,hotel,,45.4269258,-75.68642,89,Daly Avenue,Ottawa,,89 Daly Avenue,+1 613-237-0335,https://swisshotel.ca/,,no,,,"{""@id"": ""node/408440359"", ""addr:housenumber"": ""89"", ""addr:street"": ""Daly Avenue"", ""email"": ""info@swisshotel.ca"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Swiss Hotel"", ""phone"": ""+1 613-237-0335"", ""price"": ""CAD 130"", ""smoking"": ""no"", ""stars"": ""3"", ""tourism"": ""hotel"", ""website"": ""https://swisshotel.ca/"", ""wheelchair"": ""no"", ""wikidata"": ""Q111392194""}"
way,421705740,Shoeless Joe's,restaurant,restaurant,,grill,45.4608633,-75.4864982,4444,Innes Road,Ottawa,,4444 Innes Road,,,,,Shoeless Joe's,,"{""@id"": ""way/421705740"", ""addr:housenumber"": ""4444"", ""addr:street"": ""Innes Road"", ""amenity"": ""restaurant"", ""brand"": ""Shoeless Joe's"", ""brand:wikidata"": ""Q106195639"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""grill"", ""name"": ""Shoeless Joe's"", ""@geometry"": ""center""}"
way,422903536,Colonnade Pizza,restaurant,restaurant,,pizza,45.2857546,-75.7560492,896,Greenbank Road,Ottawa,K2J 1S8,896 Greenbank Road,+1-613-825-8100,https://www.colonnadepizza.com/,,,,City of Ottawa,"{""@id"": ""way/422903536"", ""addr:housenumber"": ""896"", ""addr:postcode"": ""K2J 1S8"", ""addr:street"": ""Greenbank Road"", ""addr:unit"": ""5"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:start_date"": ""2002..2005"", ""cuisine"": ""pizza"", ""name"": ""Colonnade Pizza"", ""phone"": ""+1-613-825-8100"", ""source"": ""City of Ottawa"", ""website"": ""https://www.colonnadepizza.com/"", ""@geometry"": ""center""}"
way,429219055,Lone Star Texas Grill,restaurant,restaurant,,tex-mex,45.2699045,-75.7814606,4275,Strandherd Drive,Ottawa,K2J 6E5,4275 Strandherd Drive,+1-613-693-0323,https://www.lonestartexasgrill.com/,"Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00, Su 11:00-22:00",,Lone Star Texas Grill,,"{""@id"": ""way/429219055"", ""addr:housenumber"": ""4275"", ""addr:postcode"": ""K2J 6E5"", ""addr:street"": ""Strandherd Drive"", ""amenity"": ""restaurant"", ""brand"": ""Lone Star Texas Grill"", ""brand:wikidata"": ""Q133255608"", ""building"": ""retail"", ""building:start_date"": ""2017..2019"", ""cuisine"": ""tex-mex"", ""email"": ""barrhaven@lonestartexasgrill.com"", ""name"": ""Lone Star Texas Grill"", ""opening_hours"": ""Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00, Su 11:00-22:00"", ""phone"": ""+1-613-693-0323"", ""website"": ""https://www.lonestartexasgrill.com/"", ""@geometry"": ""center""}"
way,429219056,State & Main,restaurant,restaurant,,american,45.2689515,-75.7808826,4235,Strandherd Drive,Ottawa,,4235 Strandherd Drive,,https://www.stateandmain.ca/,,,State & Main,,"{""@id"": ""way/429219056"", ""addr:housenumber"": ""4235"", ""addr:street"": ""Strandherd Drive"", ""amenity"": ""restaurant"", ""brand"": ""State & Main"", ""brand:wikidata"": ""Q118744509"", ""brand:wikipedia"": ""en:State & Main"", ""building"": ""retail"", ""building:start_date"": ""2023"", ""cuisine"": ""american"", ""name"": ""State & Main"", ""website"": ""https://www.stateandmain.ca/"", ""@geometry"": ""center""}"
way,429219057,Montana's,restaurant,restaurant,,barbecue,45.269206,-75.7807845,4245,Strandherd Drive,Ottawa,,4245 Strandherd Drive,,,,,Montana's,,"{""@id"": ""way/429219057"", ""addr:housenumber"": ""4245"", ""addr:street"": ""Strandherd Drive"", ""amenity"": ""restaurant"", ""brand"": ""Montana's"", ""brand:wikidata"": ""Q17022490"", ""brand:wikipedia"": ""en:Montana's BBQ & Bar"", ""building"": ""retail"", ""building:start_date"": ""2017..2019"", ""cuisine"": ""barbecue"", ""name"": ""Montana's"", ""official_name"": ""Montana's BBQ & Bar"", ""@geometry"": ""center""}"
way,445605693,Host India,restaurant,restaurant,,indian,45.2872118,-75.6726359,4456,Limebank Road,Ottawa,,4456 Limebank Road,,,,,,City of Ottawa,"{""@id"": ""way/445605693"", ""addr:housenumber"": ""4456"", ""addr:street"": ""Limebank Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""indian"", ""name"": ""Host India"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,445832381,Strathmere,hotel,,hotel,,45.157004,-75.7044475,1980,Phelan Road West,Ottawa,,1980 Phelan Road West,,,,,,City of Ottawa,"{""@id"": ""way/445832381"", ""addr:housenumber"": ""1980"", ""addr:street"": ""Phelan Road West"", ""building"": ""commercial"", ""name"": ""Strathmere"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
way,447043296,La Fiesta Latina,restaurant,restaurant,,mexican,45.4129549,-75.702758,565,Somerset Street West,Ottawa,,565 Somerset Street West,,,,,,City of Ottawa,"{""@id"": ""way/447043296"", ""addr:housenumber"": ""565"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""check_date"": ""2022-10-16"", ""cuisine"": ""mexican"", ""level"": ""3"", ""mapillary"": ""313676357051257"", ""name"": ""La Fiesta Latina"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
node,447045908,Cora,restaurant,restaurant,,breakfast,45.427413,-75.6893714,179,Rideau Street,Ottawa,,179 Rideau Street,+1-613-241-7642,https://www.chezcora.com/,06:00-15:00; Su 07:00-15:00,limited,Cora,,"{""@id"": ""node/447045908"", ""addr:housenumber"": ""179"", ""addr:street"": ""Rideau Street"", ""amenity"": ""restaurant"", ""brand"": ""Cora"", ""brand:wikidata"": ""Q2996960"", ""brand:wikipedia"": ""en:Cora (restaurant)"", ""cuisine"": ""breakfast"", ""email"": ""corasrideau@bellnet.ca"", ""fax"": ""+1-613-241-8382"", ""name"": ""Cora"", ""opening_hours"": ""06:00-15:00; Su 07:00-15:00"", ""operator"": ""7145527 Canada Corporation"", ""outdoor_seating"": ""no"", ""payment:cash"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+1-613-241-7642"", ""website"": ""https://www.chezcora.com/"", ""wheelchair"": ""limited""}"
way,447222134,Hilton Garden Inn Ottawa Airport,hotel,,hotel,,45.327945,-75.6520086,2400,Alert Road,Ottawa,,2400 Alert Road,+1-613-288-9001,,,,Hilton Garden Inn,City of Ottawa,"{""@id"": ""way/447222134"", ""addr:housenumber"": ""2400"", ""addr:street"": ""Alert Road"", ""brand"": ""Hilton Garden Inn"", ""brand:wikidata"": ""Q1162859"", ""brand:wikipedia"": ""en:Hilton Garden Inn"", ""building"": ""hotel"", ""name"": ""Hilton Garden Inn Ottawa Airport"", ""operator"": ""Hilton"", ""phone"": ""+1-613-288-9001"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""wikidata"": ""Q111231497"", ""@geometry"": ""center""}"
way,447277014,Bambu,restaurant,restaurant,,asian,45.332768,-75.692714,3993,Riverside Drive,Ottawa,,3993 Riverside Drive,,,,,,City of Ottawa,"{""@id"": ""way/447277014"", ""addr:housenumber"": ""3993"", ""addr:street"": ""Riverside Drive"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""check_date"": ""2024-10-24"", ""cuisine"": ""asian"", ""name"": ""Bambu"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,447277065,Moxie's,restaurant,restaurant,,bar_and_grill,45.3340365,-75.6924945,3967,Riverside Drive,Ottawa,,3967 Riverside Drive,,,,,Moxie's,City of Ottawa,"{""@id"": ""way/447277065"", ""addr:housenumber"": ""3967"", ""addr:street"": ""Riverside Drive"", ""amenity"": ""restaurant"", ""brand"": ""Moxie's"", ""brand:wikidata"": ""Q6927497"", ""building"": ""retail"", ""check_date"": ""2023-03-24"", ""cuisine"": ""bar_and_grill"", ""name"": ""Moxie's"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,447587656,Little Garden Restaurant,restaurant,restaurant,,breakfast,45.3946016,-75.6054849,2786,Lancaster Road,Ottawa,,2786 Lancaster Road,,,,,,City of Ottawa,"{""@id"": ""way/447587656"", ""addr:housenumber"": ""2786"", ""addr:street"": ""Lancaster Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""breakfast"", ""name"": ""Little Garden Restaurant"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,452475026,Ottawa Backpackers Inn,hostel,,hostel,,45.4304303,-75.6882579,203,York Street,Ottawa,K1N 5T7,203 York Street,,https://ottawahostel.com/,,,,,"{""@id"": ""way/452475026"", ""addr:housenumber"": ""203"", ""addr:postcode"": ""K1N 5T7"", ""addr:street"": ""York Street"", ""building"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""mapillary"": ""1521632284856958"", ""name"": ""Ottawa Backpackers Inn"", ""operator"": ""Ottawa Backpackers Inn"", ""rooms"": ""15"", ""smoking"": ""outside"", ""tourism"": ""hostel"", ""website"": ""https://ottawahostel.com/"", ""wikidata"": ""Q111125012"", ""@geometry"": ""center""}"
way,452937089,The Grand Pizzeria & Bar,restaurant,restaurant,,pizza,45.4270959,-75.6914367,74,George Street,Ottawa,,74 George Street,+1-613-244-9995,https://www.thegrandpizzeria.com/,,,,Bing,"{""@id"": ""way/452937089"", ""addr:housenumber"": ""74"", ""addr:street"": ""George Street"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""check_date"": ""2022-10-16"", ""cuisine"": ""pizza"", ""name"": ""The Grand Pizzeria & Bar"", ""phone"": ""+1-613-244-9995"", ""smoking"": ""outside"", ""source"": ""Bing"", ""takeaway"": ""yes"", ""website"": ""https://www.thegrandpizzeria.com/"", ""@geometry"": ""center""}"
way,457999971,Mandarin,restaurant,restaurant,,chinese,45.459072,-75.4861424,2055,Tenth Line Road,Ottawa,,2055 Tenth Line Road,,,,,,,"{""@id"": ""way/457999971"", ""addr:housenumber"": ""2055"", ""addr:street"": ""Tenth Line Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Mandarin"", ""@geometry"": ""center""}"
way,458603958,Auberge des Arts,guest_house,,guest_house,,45.4309523,-75.694189,104,Guigues Avenue,Ottawa,,104 Guigues Avenue,,,,,,City of Ottawa,"{""@id"": ""way/458603958"", ""addr:housenumber"": ""104"", ""addr:street"": ""Guigues Avenue"", ""building"": ""house"", ""name"": ""Auberge des Arts"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""@geometry"": ""center""}"
way,460106029,Incredible home,guest_house,,guest_house,,45.4126705,-75.6981222,490,Gilmour Street,Ottawa,K1R 5L4,490 Gilmour Street,+1-613-413-6424,,,,,City of Ottawa,"{""@id"": ""way/460106029"", ""addr:housenumber"": ""490"", ""addr:postcode"": ""K1R 5L4"", ""addr:street"": ""Gilmour Street"", ""building"": ""house"", ""name"": ""Incredible home"", ""phone"": ""+1-613-413-6424"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""@geometry"": ""center""}"
way,460242956,Boston Pizza,restaurant,restaurant,,pizza,45.3346871,-75.7252045,521,West Hunt Club Road,Ottawa,,521 West Hunt Club Road,,,,,Boston Pizza,,"{""@id"": ""way/460242956"", ""addr:housenumber"": ""521"", ""addr:street"": ""West Hunt Club Road"", ""amenity"": ""restaurant"", ""brand"": ""Boston Pizza"", ""brand:wikidata"": ""Q894578"", ""brand:wikipedia"": ""en:Boston Pizza"", ""building"": ""retail"", ""check_date"": ""2022-10-20"", ""cuisine"": ""pizza"", ""name"": ""Boston Pizza"", ""outdoor_seating"": ""yes"", ""@geometry"": ""center""}"
way,460246044,Mexi's,restaurant,restaurant,,mexican,45.3331853,-75.7267788,540,West Hunt Club Road,Ottawa,,540 West Hunt Club Road,,,,,,City of Ottawa,"{""@id"": ""way/460246044"", ""addr:housenumber"": ""540"", ""addr:street"": ""West Hunt Club Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""mexican"", ""name"": ""Mexi's"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,460246049,East Side Mario's,restaurant,restaurant,,italian,45.3336094,-75.7257293,526,West Hunt Club Road,Ottawa,,526 West Hunt Club Road,,,"Su-Th 11:00-21:00; Fr,Sa 11:00-22:00",,East Side Mario's,,"{""@id"": ""way/460246049"", ""addr:housenumber"": ""526"", ""addr:street"": ""West Hunt Club Road"", ""amenity"": ""restaurant"", ""brand"": ""East Side Mario's"", ""brand:wikidata"": ""Q5329375"", ""brand:wikipedia"": ""en:East Side Mario's"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""name"": ""East Side Mario's"", ""opening_hours"": ""Su-Th 11:00-21:00; Fr,Sa 11:00-22:00"", ""outdoor_seating"": ""yes"", ""@geometry"": ""center""}"
way,460246050,D-Luxe,restaurant,restaurant,,,45.3342687,-75.7242952,500,West Hunt Club Road,Ottawa,,500 West Hunt Club Road,,https://thifusion.com,10:00-24:00,,,,"{""@id"": ""way/460246050"", ""addr:housenumber"": ""500"", ""addr:street"": ""West Hunt Club Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""check_date"": ""2022-10-20"", ""end_date"": ""2025-04-26"", ""name"": ""D-Luxe"", ""opening_hours"": ""10:00-24:00"", ""website"": ""https://thifusion.com"", ""@geometry"": ""center""}"
way,460449455,Viv Bistro,restaurant,restaurant,,,45.4001114,-75.7094726,424,Preston Street,Ottawa,,424 Preston Street,,,,no,,City of Ottawa,"{""@id"": ""way/460449455"", ""addr:housenumber"": ""424"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""bar"": ""no"", ""building"": ""commercial"", ""check_date"": ""2025-11-30"", ""mapillary"": ""575853833382885"", ""name"": ""Viv Bistro"", ""payment:american_express"": ""yes"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""source"": ""City of Ottawa"", ""toilets"": ""yes"", ""toilets:access"": ""customers"", ""toilets:menstrual_products"": ""no"", ""toilets:wheelchair"": ""no"", ""wheelchair"": ""no"", ""@geometry"": ""center""}"
way,460669832,Habesha Restaurant,restaurant,restaurant,,ethiopian,45.434153,-75.6670151,99,Montréal Road,Ottawa,,99 Montréal Road,,,,,,City of Ottawa,"{""@id"": ""way/460669832"", ""addr:housenumber"": ""99"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""ethiopian"", ""name"": ""Habesha Restaurant"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,460956122,Atelier,restaurant,restaurant,,,45.3995712,-75.7065688,540,Rochester Street,Ottawa,K1S 4M1,540 Rochester Street,+1-613-321-3537,https://www.atelierrestaurant.ca/,We-Sa 18:00-20:00,,,City of Ottawa,"{""@id"": ""way/460956122"", ""addr:housenumber"": ""540"", ""addr:postcode"": ""K1S 4M1"", ""addr:street"": ""Rochester Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""contact:instagram"": ""atelierottawa"", ""email"": ""info@atelierrestaurant.ca"", ""mapillary"": ""2844053242525963"", ""name"": ""Atelier"", ""opening_hours"": ""We-Sa 18:00-20:00"", ""phone"": ""+1-613-321-3537"", ""source"": ""City of Ottawa"", ""website"": ""https://www.atelierrestaurant.ca/"", ""@geometry"": ""center""}"
way,461161249,Dukes,restaurant,restaurant,,,45.3990336,-75.7065326,40,Adeline Street,Ottawa,,40 Adeline Street,+1 343-550-4938,https://www.dukesottawa.com/,,,,City of Ottawa,"{""@id"": ""way/461161249"", ""addr:housenumber"": ""40"", ""addr:street"": ""Adeline Street"", ""amenity"": ""restaurant"", ""building"": ""detached"", ""name"": ""Dukes"", ""phone"": ""+1 343-550-4938"", ""smoking"": ""no"", ""source"": ""City of Ottawa"", ""website"": ""https://www.dukesottawa.com/"", ""@geometry"": ""center""}"
